"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 11 01:02:02 GMT 2023","Thu May 11 01:02:02 GMT 2023","564","chromium","","Editing","","","should trim entered text",""
"passed","Thu May 11 01:02:01 GMT 2023","Thu May 11 01:02:01 GMT 2023","515","chromium","","Editing","","","should hide other controls when editing",""
"passed","Thu May 11 01:02:51 GMT 2023","Thu May 11 01:02:52 GMT 2023","1048","webkit","","Editing","","","should remove the item if an empty text string was entered",""
"passed","Thu May 11 01:02:14 GMT 2023","Thu May 11 01:02:14 GMT 2023","692","firefox","","New Todo","","","should append new items to the bottom of the list",""
"passed","Thu May 11 01:02:27 GMT 2023","Thu May 11 01:02:29 GMT 2023","1103","firefox","","Persistence","","","should persist its data",""
"passed","Thu May 11 01:02:04 GMT 2023","Thu May 11 01:02:05 GMT 2023","564","chromium","","Clear completed button","","","should remove completed items when clicked",""
"passed","Thu May 11 01:01:59 GMT 2023","Thu May 11 01:02:00 GMT 2023","549","chromium","","Item","","","should allow me to un-mark items as complete",""
"passed","Thu May 11 01:02:55 GMT 2023","Thu May 11 01:02:56 GMT 2023","1037","webkit","","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Thu May 11 01:02:08 GMT 2023","Thu May 11 01:02:08 GMT 2023","628","chromium","","Routing","","","should allow me to display all items",""
"passed","Thu May 11 01:01:58 GMT 2023","Thu May 11 01:01:59 GMT 2023","628","chromium","","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Thu May 11 01:03:03 GMT 2023","Thu May 11 01:03:04 GMT 2023","1147","webkit","","","","","has title",""
"passed","Thu May 11 01:02:52 GMT 2023","Thu May 11 01:02:53 GMT 2023","961","webkit","","Editing","","","should cancel edits on escape",""
"passed","Thu May 11 01:02:44 GMT 2023","Thu May 11 01:02:45 GMT 2023","1007","webkit","","Item","","","should allow me to mark items as complete",""
"passed","Thu May 11 01:02:18 GMT 2023","Thu May 11 01:02:19 GMT 2023","888","firefox","","Item","","","should allow me to edit an item",""
"passed","Thu May 11 01:02:11 GMT 2023","Thu May 11 01:02:13 GMT 2023","2133","firefox","","New Todo","","","should allow me to add todo items",""
"passed","Thu May 11 01:02:03 GMT 2023","Thu May 11 01:02:03 GMT 2023","549","chromium","","Editing","","","should cancel edits on escape",""
"passed","Thu May 11 01:02:16 GMT 2023","Thu May 11 01:02:17 GMT 2023","894","firefox","","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Thu May 11 01:02:53 GMT 2023","Thu May 11 01:02:54 GMT 2023","930","webkit","","Clear completed button","","","should display the correct text",""
"passed","Thu May 11 01:02:25 GMT 2023","Thu May 11 01:02:26 GMT 2023","913","firefox","","Clear completed button","","","should display the correct text",""
"passed","Thu May 11 01:02:08 GMT 2023","Thu May 11 01:02:09 GMT 2023","544","chromium","","Routing","","","should highlight the currently applied filter",""
"passed","Thu May 11 01:02:04 GMT 2023","Thu May 11 01:02:04 GMT 2023","499","chromium","","Clear completed button","","","should display the correct text",""
"passed","Thu May 11 01:02:21 GMT 2023","Thu May 11 01:02:22 GMT 2023","975","firefox","","Editing","","","should trim entered text",""
"passed","Thu May 11 01:02:34 GMT 2023","Thu May 11 01:02:35 GMT 2023","1111","firefox","","","","","get started link",""
"passed","Thu May 11 01:02:53 GMT 2023","Thu May 11 01:02:53 GMT 2023","875","webkit","","Counter","","","should display the current number of todo items",""
"passed","Thu May 11 01:02:26 GMT 2023","Thu May 11 01:02:27 GMT 2023","908","firefox","","Clear completed button","","","should remove completed items when clicked",""
"passed","Thu May 11 01:02:39 GMT 2023","Thu May 11 01:02:40 GMT 2023","1532","webkit","","New Todo","","","should clear text input field when an item is added",""
"passed","Thu May 11 01:01:56 GMT 2023","Thu May 11 01:01:57 GMT 2023","429","chromium","","New Todo","","","should clear text input field when an item is added",""
"passed","Thu May 11 01:03:04 GMT 2023","Thu May 11 01:03:06 GMT 2023","1577","webkit","","","","","get started link",""
"passed","Thu May 11 01:02:33 GMT 2023","Thu May 11 01:02:34 GMT 2023","779","firefox","","","","","has title",""
"passed","Thu May 11 01:03:02 GMT 2023","Thu May 11 01:03:03 GMT 2023","1020","webkit","","Routing","","","should highlight the currently applied filter",""
"passed","Thu May 11 01:02:40 GMT 2023","Thu May 11 01:02:41 GMT 2023","996","webkit","","New Todo","","","should append new items to the bottom of the list",""
"passed","Thu May 11 01:02:00 GMT 2023","Thu May 11 01:02:01 GMT 2023","579","chromium","","Item","","","should allow me to edit an item",""
"passed","Thu May 11 01:02:30 GMT 2023","Thu May 11 01:02:31 GMT 2023","850","firefox","","Routing","","","should allow me to display completed items",""
"passed","Thu May 11 01:02:02 GMT 2023","Thu May 11 01:02:03 GMT 2023","565","chromium","","Editing","","","should remove the item if an empty text string was entered",""
"passed","Thu May 11 01:02:10 GMT 2023","Thu May 11 01:02:10 GMT 2023","720","chromium","","","","","get started link",""
"passed","Thu May 11 01:02:56 GMT 2023","Thu May 11 01:02:58 GMT 2023","1209","webkit","","Persistence","","","should persist its data",""
"passed","Thu May 11 01:02:05 GMT 2023","Thu May 11 01:02:05 GMT 2023","537","chromium","","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Thu May 11 01:02:47 GMT 2023","Thu May 11 01:02:48 GMT 2023","1053","webkit","","Item","","","should allow me to edit an item",""
"passed","Thu May 11 01:02:07 GMT 2023","Thu May 11 01:02:08 GMT 2023","539","chromium","","Routing","","","should allow me to display completed items",""
"passed","Thu May 11 01:01:58 GMT 2023","Thu May 11 01:01:58 GMT 2023","571","chromium","","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Thu May 11 01:02:17 GMT 2023","Thu May 11 01:02:17 GMT 2023","725","firefox","","Item","","","should allow me to mark items as complete",""
"passed","Thu May 11 01:03:00 GMT 2023","Thu May 11 01:03:01 GMT 2023","1107","webkit","","Routing","","","should allow me to display completed items",""
"passed","Thu May 11 01:01:55 GMT 2023","Thu May 11 01:01:56 GMT 2023","1009","chromium","","New Todo","","","should allow me to add todo items",""
"passed","Thu May 11 01:02:24 GMT 2023","Thu May 11 01:02:25 GMT 2023","656","firefox","","Counter","","","should display the current number of todo items",""
"passed","Thu May 11 01:02:54 GMT 2023","Thu May 11 01:02:55 GMT 2023","1036","webkit","","Clear completed button","","","should remove completed items when clicked",""
"passed","Thu May 11 01:02:29 GMT 2023","Thu May 11 01:02:30 GMT 2023","1139","firefox","","Routing","","","should respect the back button",""
"passed","Thu May 11 01:02:41 GMT 2023","Thu May 11 01:02:42 GMT 2023","1045","webkit","","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Thu May 11 01:02:19 GMT 2023","Thu May 11 01:02:20 GMT 2023","781","firefox","","Editing","","","should hide other controls when editing",""
"passed","Thu May 11 01:02:45 GMT 2023","Thu May 11 01:02:47 GMT 2023","1093","webkit","","Item","","","should allow me to un-mark items as complete",""
"passed","Thu May 11 01:02:03 GMT 2023","Thu May 11 01:02:04 GMT 2023","449","chromium","","Counter","","","should display the current number of todo items",""
"passed","Thu May 11 01:02:15 GMT 2023","Thu May 11 01:02:16 GMT 2023","815","firefox","","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Thu May 11 01:02:01 GMT 2023","Thu May 11 01:02:02 GMT 2023","517","chromium","","Editing","","","should save edits on blur",""
"passed","Thu May 11 01:02:13 GMT 2023","Thu May 11 01:02:14 GMT 2023","580","firefox","","New Todo","","","should clear text input field when an item is added",""
"passed","Thu May 11 01:02:32 GMT 2023","Thu May 11 01:02:33 GMT 2023","813","firefox","","Routing","","","should highlight the currently applied filter",""
"passed","Thu May 11 01:02:06 GMT 2023","Thu May 11 01:02:07 GMT 2023","650","chromium","","Routing","","","should allow me to display active items",""
