"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 11 11:35:16 GMT 2023","Thu May 11 11:35:16 GMT 2023","528","chromium","","Editing","","","should hide other controls when editing",""
"passed","Thu May 11 11:35:15 GMT 2023","Thu May 11 11:35:16 GMT 2023","602","chromium","","Item","","","should allow me to edit an item",""
"passed","Thu May 11 11:37:08 GMT 2023","Thu May 11 11:37:09 GMT 2023","1255","webkit","","Routing","","","should highlight the currently applied filter",""
"passed","Thu May 11 11:35:51 GMT 2023","Thu May 11 11:35:52 GMT 2023","956","firefox","","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"failed","Thu May 11 11:37:27 GMT 2023","Thu May 11 11:37:34 GMT 2023","7321","webkit","","","","","get started link",""
"passed","Thu May 11 11:35:21 GMT 2023","Thu May 11 11:35:21 GMT 2023","560","chromium","","Persistence","","","should persist its data",""
"passed","Thu May 11 11:36:58 GMT 2023","Thu May 11 11:36:59 GMT 2023","1104","webkit","","Clear completed button","","","should display the correct text",""
"passed","Thu May 11 11:35:21 GMT 2023","Thu May 11 11:35:22 GMT 2023","558","chromium","","Routing","","","should allow me to display active items",""
"passed","Thu May 11 11:35:50 GMT 2023","Thu May 11 11:35:51 GMT 2023","854","firefox","","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Thu May 11 11:36:43 GMT 2023","Thu May 11 11:36:44 GMT 2023","1129","webkit","","New Todo","","","should append new items to the bottom of the list",""
"passed","Thu May 11 11:36:46 GMT 2023","Thu May 11 11:36:48 GMT 2023","1389","webkit","","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Thu May 11 11:35:10 GMT 2023","Thu May 11 11:35:11 GMT 2023","1443","chromium","","New Todo","","","should allow me to add todo items",""
"passed","Thu May 11 11:37:00 GMT 2023","Thu May 11 11:37:02 GMT 2023","1164","webkit","","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Thu May 11 11:36:50 GMT 2023","Thu May 11 11:36:51 GMT 2023","1290","webkit","","Item","","","should allow me to edit an item",""
"passed","Thu May 11 11:36:37 GMT 2023","Thu May 11 11:36:41 GMT 2023","3268","webkit","","New Todo","","","should allow me to add todo items",""
"passed","Thu May 11 11:36:51 GMT 2023","Thu May 11 11:36:52 GMT 2023","1140","webkit","","Editing","","","should hide other controls when editing",""
"passed","Thu May 11 11:35:55 GMT 2023","Thu May 11 11:35:56 GMT 2023","886","firefox","","Editing","","","should save edits on blur",""
"passed","Thu May 11 11:36:45 GMT 2023","Thu May 11 11:36:46 GMT 2023","1150","webkit","","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Thu May 11 11:36:44 GMT 2023","Thu May 11 11:36:45 GMT 2023","1172","webkit","","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Thu May 11 11:35:56 GMT 2023","Thu May 11 11:35:58 GMT 2023","1162","firefox","","Editing","","","should trim entered text",""
"passed","Thu May 11 11:36:41 GMT 2023","Thu May 11 11:36:43 GMT 2023","1938","webkit","","New Todo","","","should clear text input field when an item is added",""
"failed","Thu May 11 11:36:28 GMT 2023","Thu May 11 11:36:37 GMT 2023","8404","firefox","","","","","get started link",""
"passed","Thu May 11 11:36:48 GMT 2023","Thu May 11 11:36:49 GMT 2023","1198","webkit","","Item","","","should allow me to mark items as complete",""
"passed","Thu May 11 11:37:07 GMT 2023","Thu May 11 11:37:08 GMT 2023","1428","webkit","","Routing","","","should allow me to display all items",""
"passed","Thu May 11 11:36:59 GMT 2023","Thu May 11 11:37:00 GMT 2023","1265","webkit","","Clear completed button","","","should remove completed items when clicked",""
"passed","Thu May 11 11:35:50 GMT 2023","Thu May 11 11:35:50 GMT 2023","786","firefox","","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Thu May 11 11:35:16 GMT 2023","Thu May 11 11:35:17 GMT 2023","547","chromium","","Editing","","","should save edits on blur",""
"passed","Thu May 11 11:36:09 GMT 2023","Thu May 11 11:36:10 GMT 2023","1084","firefox","","","","","has title",""
"passed","Thu May 11 11:35:20 GMT 2023","Thu May 11 11:35:21 GMT 2023","619","chromium","","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Thu May 11 11:35:19 GMT 2023","Thu May 11 11:35:20 GMT 2023","507","chromium","","Clear completed button","","","should display the correct text",""
"passed","Thu May 11 11:35:24 GMT 2023","Thu May 11 11:35:24 GMT 2023","576","chromium","","Routing","","","should highlight the currently applied filter",""
"passed","Thu May 11 11:35:48 GMT 2023","Thu May 11 11:35:49 GMT 2023","585","firefox","","New Todo","","","should clear text input field when an item is added",""
