"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 11 01:27:12 GMT 2023","Thu May 11 01:27:13 GMT 2023","681","chromium","","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Thu May 11 01:28:18 GMT 2023","Thu May 11 01:28:19 GMT 2023","1171","webkit","","Routing","","","should allow me to display active items",""
"passed","Thu May 11 01:27:32 GMT 2023","Thu May 11 01:27:33 GMT 2023","767","firefox","","Item","","","should allow me to mark items as complete",""
"passed","Thu May 11 01:28:23 GMT 2023","Thu May 11 01:28:24 GMT 2023","1288","webkit","","Routing","","","should highlight the currently applied filter",""
"passed","Thu May 11 01:27:44 GMT 2023","Thu May 11 01:27:45 GMT 2023","862","firefox","","Routing","","","should allow me to display active items",""
"passed","Thu May 11 01:28:24 GMT 2023","Thu May 11 01:28:26 GMT 2023","1207","webkit","","","","","has title",""
"passed","Thu May 11 01:27:24 GMT 2023","Thu May 11 01:27:25 GMT 2023","542","chromium","","","","","has title",""
"passed","Thu May 11 01:28:15 GMT 2023","Thu May 11 01:28:16 GMT 2023","1124","webkit","","Clear completed button","","","should remove completed items when clicked",""
"passed","Thu May 11 01:28:06 GMT 2023","Thu May 11 01:28:07 GMT 2023","1164","webkit","","Item","","","should allow me to edit an item",""
"passed","Thu May 11 01:27:19 GMT 2023","Thu May 11 01:27:19 GMT 2023","449","chromium","","Counter","","","should display the current number of todo items",""
"passed","Thu May 11 01:27:52 GMT 2023","Thu May 11 01:27:58 GMT 2023","5652","webkit","","New Todo","","","should allow me to add todo items",""
"passed","Thu May 11 01:28:22 GMT 2023","Thu May 11 01:28:23 GMT 2023","1291","webkit","","Routing","","","should allow me to display all items",""
"passed","Thu May 11 01:28:05 GMT 2023","Thu May 11 01:28:06 GMT 2023","1124","webkit","","Item","","","should allow me to un-mark items as complete",""
"passed","Thu May 11 01:27:40 GMT 2023","Thu May 11 01:27:41 GMT 2023","916","firefox","","Clear completed button","","","should display the correct text",""
"passed","Thu May 11 01:27:18 GMT 2023","Thu May 11 01:27:18 GMT 2023","548","chromium","","Editing","","","should remove the item if an empty text string was entered",""
"passed","Thu May 11 01:27:35 GMT 2023","Thu May 11 01:27:36 GMT 2023","837","firefox","","Editing","","","should hide other controls when editing",""
"passed","Thu May 11 01:27:34 GMT 2023","Thu May 11 01:27:35 GMT 2023","874","firefox","","Item","","","should allow me to edit an item",""
"passed","Thu May 11 01:27:20 GMT 2023","Thu May 11 01:27:21 GMT 2023","549","chromium","","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Thu May 11 01:28:02 GMT 2023","Thu May 11 01:28:04 GMT 2023","1236","webkit","","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Thu May 11 01:27:17 GMT 2023","Thu May 11 01:27:17 GMT 2023","548","chromium","","Editing","","","should save edits on blur",""
"passed","Thu May 11 01:28:00 GMT 2023","Thu May 11 01:28:01 GMT 2023","1091","webkit","","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Thu May 11 01:27:17 GMT 2023","Thu May 11 01:27:18 GMT 2023","551","chromium","","Editing","","","should trim entered text",""
"passed","Thu May 11 01:27:16 GMT 2023","Thu May 11 01:27:17 GMT 2023","548","chromium","","Editing","","","should hide other controls when editing",""
"passed","Thu May 11 01:27:19 GMT 2023","Thu May 11 01:27:20 GMT 2023","500","chromium","","Clear completed button","","","should display the correct text",""
"passed","Thu May 11 01:28:04 GMT 2023","Thu May 11 01:28:05 GMT 2023","1125","webkit","","Item","","","should allow me to mark items as complete",""
"passed","Thu May 11 01:28:13 GMT 2023","Thu May 11 01:28:14 GMT 2023","897","webkit","","Counter","","","should display the current number of todo items",""
"passed","Thu May 11 01:27:23 GMT 2023","Thu May 11 01:27:24 GMT 2023","660","chromium","","Routing","","","should allow me to display all items",""
"passed","Thu May 11 01:27:48 GMT 2023","Thu May 11 01:27:49 GMT 2023","810","firefox","","Routing","","","should highlight the currently applied filter",""
"passed","Thu May 11 01:27:29 GMT 2023","Thu May 11 01:27:30 GMT 2023","683","firefox","","New Todo","","","should append new items to the bottom of the list",""
"passed","Thu May 11 01:27:36 GMT 2023","Thu May 11 01:27:37 GMT 2023","975","firefox","","Editing","","","should save edits on blur",""
"passed","Thu May 11 01:27:41 GMT 2023","Thu May 11 01:27:42 GMT 2023","983","firefox","","Clear completed button","","","should remove completed items when clicked",""
"passed","Thu May 11 01:27:46 GMT 2023","Thu May 11 01:27:47 GMT 2023","984","firefox","","Routing","","","should allow me to display completed items",""
"passed","Thu May 11 01:28:21 GMT 2023","Thu May 11 01:28:22 GMT 2023","1296","webkit","","Routing","","","should allow me to display completed items",""
"passed","Thu May 11 01:28:26 GMT 2023","Thu May 11 01:28:27 GMT 2023","1578","webkit","","","","","get started link",""
"passed","Thu May 11 01:27:14 GMT 2023","Thu May 11 01:27:15 GMT 2023","603","chromium","","Item","","","should allow me to mark items as complete",""
"passed","Thu May 11 01:28:16 GMT 2023","Thu May 11 01:28:17 GMT 2023","1206","webkit","","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Thu May 11 01:27:21 GMT 2023","Thu May 11 01:27:22 GMT 2023","583","chromium","","Routing","","","should allow me to display active items",""
"passed","Thu May 11 01:27:47 GMT 2023","Thu May 11 01:27:48 GMT 2023","1254","firefox","","Routing","","","should allow me to display all items",""
"passed","Thu May 11 01:28:08 GMT 2023","Thu May 11 01:28:09 GMT 2023","1152","webkit","","Editing","","","should save edits on blur",""
"passed","Thu May 11 01:28:07 GMT 2023","Thu May 11 01:28:08 GMT 2023","1044","webkit","","Editing","","","should hide other controls when editing",""
"passed","Thu May 11 01:27:39 GMT 2023","Thu May 11 01:27:40 GMT 2023","665","firefox","","Counter","","","should display the current number of todo items",""
"passed","Thu May 11 01:27:18 GMT 2023","Thu May 11 01:27:19 GMT 2023","532","chromium","","Editing","","","should cancel edits on escape",""
"passed","Thu May 11 01:27:24 GMT 2023","Thu May 11 01:27:24 GMT 2023","526","chromium","","Routing","","","should highlight the currently applied filter",""
"passed","Thu May 11 01:28:17 GMT 2023","Thu May 11 01:28:18 GMT 2023","1138","webkit","","Persistence","","","should persist its data",""
"passed","Thu May 11 01:27:37 GMT 2023","Thu May 11 01:27:37 GMT 2023","817","firefox","","Editing","","","should trim entered text",""
